CODFILIAL;NUMERO_NOTA;CODPROD;NOME_PRODUTO;CATEGORIA;DTMOV_ENTRADA;QTD_ENTRADA;VLR_ENTRADA
3;827277;141274;SAB XUXINHA LAVANDA 80G;AUTOTESTE COVID;2025-09-30;9,0;24,88
3;827277;141937;PACK SH XUXINHA SUAVE 400ML+CD 210ML;MEDIDORES DE PRESSAO;2025-09-30;1,0;12,95
3;827277;150392;CD INFANTIL DINNOBABY 210ML;CONDICIONADORES;2025-09-30;24,0;127,44
3;827277;155437;REPELENTE ABOVE C/PROT SOLAR FP30 150ML;REPELENTES;2025-09-30;14,0;260,45
3;827296;133402;LENCO PAPEL KLEENEX SORT LV60 P50;MASCULINO;2025-09-30;1,0;2,64
3;827296;141337;TOALHAS UMED FLOW PREMIUM HID IN L100P90;PROTEINAS;2025-09-30;12,0;84,95
3;827296;154438;SAB LIQ SNOOPY BABY GTS CAMOMILA 200ML;PRE/POS TREINO;2025-09-30;12,0;78,84
3;827296;154438;SAB LIQ SNOOPY BABY GTS CAMOMILA 200ML;SABONETE LIQUIDO;2025-09-30;12,0;78,84
3;827296;155422;ODORIZADOR PURO AR PETALAS DE ROSAS350ML;PERFUMES/ESSENCIAS;2025-09-30;20,0;115,7
3;827296;155422;ODORIZADOR PURO AR PETALAS DE ROSAS350ML;MEDIDORES DE GLICEMIA;2025-09-30;20,0;115,7
3;827296;155424;ODORIZADOR PURO AR TALCO 350ML;MEDIDORES DE GLICEMIA;2025-09-30;22,0;127,27
3;827405;152406;COL CHEIRINHO DE BEBE 210ML;HIGIENE INFANTIL;2025-09-30;11,0;187,29
3;827774;153737;GELATINA CAPILAR CACHOS SKALA 1K;LINHA CAPILAR;2025-10-01;1,0;15,37
3;827774;153737;GELATINA CAPILAR CACHOS SKALA 1K;BANDAGEM/FITA;2025-10-01;1,0;15,37
3;827775;993776;MAMAD MAM EASY START 320ML NT MA01713;TALCO;2025-10-01;6,0;258,14
3;827864;153049;CH VIVA SIL O T2 4915-02-N ;CHUPETAS;2025-10-01;20,0;134,64
3;828103;150094;DIFUSOR DE AROMAS ESPECIARIAS 100ML ;LIQUIDO;2025-10-02;10,0;121,4
3;828107;150104;ESSENCIA LIMP CONC COALA TALCO 120ML;LIQUIDO;2025-10-02;14,0;115,88
3;828116;135349;CH JOY SIL RED T2 5112-01 ROSA BL;CHUPETAS;2025-10-02;158,0;567,44
3;846747;129001;SH XUXINHA BARUEL 2 EM 1 210ML;AUTOTESTE COVID;2025-12-18;4,0;32,92
3;846747;146468;ESC D CONDOR JR AVENGERS L2P1 (8260-0);ORAL CARE;2025-12-18;3,0;24,56
3;846747;146468;ESC D CONDOR JR AVENGERS L2P1 (8260-0);TIRAS REAGENTES;2025-12-18;1,0;8,19
3;846747;146851;COPO MAM FUN DRINK NG 270ML NEUT CP51313;COPOS;2025-12-18;4,0;121,84
3;846747;152822;ELASTICO CAB SILICON PRETO 100UN LANOSSI;PRENDEDOR DE CABELO;2025-12-18;9,0;19,59
3;846754;133959;TOALHAS UMED COTTONBABY CUI PELE PR 50UN;DESCARTAVEIS;2025-12-18;324,0;1231,65
3;846757;125665;COLAR CERVICAL LEVE M AZUL BC0162;ORTOPEDICOS;2025-12-18;2,0;56,21
3;846757;153007;PANTURRILHEIRA TERMOCOMPRESSAO PRETO PP*;ANTISSEPTICO;2025-12-18;1,0;19,52
3;846760;146373;CD CR TRAT NEUTROX 24 MULTIBENEFICIOS1KG;CONDICIONADORES;2025-12-18;5,0;67,26
3;846761;152260;KIT LIGHTYEAR (SH 250ML+CD 230ML);MEDIDORES DE PRESSAO;2025-12-18;5,0;80,67
3;846761;155926;DES AERO CORPO A CORPO ENVOLVENTE 150ML;DESODORANTE;2025-12-18;2,0;12,84
3;846766;155209;PINCEL EYE DEL PRETO E06 LANOSSI*;XAROPES;2025-12-18;32,0;204,64
3;846766;155209;PINCEL EYE DEL PRETO E06 LANOSSI*;CUIDADO ORAL;2025-12-18;32,0;204,64
3;846766;155210;PINCEL EYE SOMBRA ESF CHAN E05 LANOSSI*;XAROPES;2025-12-18;47,0;300,45
3;846768;141667;BIOCOLOR HOMEM RED GRISALHOS;COLORACAO;2025-12-18;2,0;35,04
3;846769;151845;KIT SH+CD SK VIT C COLAGENO 325ML;BANDAGEM/FITA;2025-12-18;73,0;804,48
3;846773;151186;DEO COL GB GOLD 50ML;AGUA DE COLONIA;2025-12-18;1,0;34,49
3;846779;125860;ORT PUNHO C/TALA BILATERAL PTO M BC0656;ANTISSEPTICO;2025-12-18;6,0;170,88
3;846779;146670;ESC D CONDOR BABY BARBIE ;ORAL CARE;2025-12-18;69,0;715,96
3;846779;152818;PRENDEDOR CAB TIC TAC NEON 03UND LANOSSI;PRENDEDOR DE CABELO;2025-12-18;6,0;35,27
3;846779;155193;ELASTICO CAB VIOLE C/6 LANOSSI;PRENDEDOR DE CABELO;2025-12-18;2,0;7,56
3;846779;155401;DES ROLLON ABOVE WOMEN SPORT ENERGY 50ML;DESODORANTE;2025-12-18;3,0;14,6
3;846784;125285;ESM CR RISQ ROSE BOMBOM BL 8ML;NEBULIZADORES;2025-12-18;288,0;920,89
7;1005602;22098;RELAFLEX SPORT AEROSSOL 120ML;PRODUTO SEM PMC;2025-01-27;4,0;32,83
7;1005602;134701;ANTI SEPTICO CLO SPRAY 50ML;PRODUTO SEM PMC;2025-01-27;1,0;6,84
7;1005602;140718;DENTALFIX CR S/ SABOR 40G;ORAL CARE;2025-01-27;468,0;5379,82
7;1005602;143468;OSSO-PRO KM 30COM;SUPLEMENTOS;2025-01-27;4,0;130,96
7;1007934;136617;FRALDA HIPOPO ECON PACOTE XG 44UND;FRALDAS;2025-02-07;51,0;1249,07
7;1008205;155385;DES ABOVE S/PERF DERMACLINICAL 72H 150ML;DESODORANTES;2025-02-07;4,0;29,08
7;1008219;153628;TRAMADOL+PARAC 37,5+325MG (A2) 10COM GMD;PRODUTO COM PMC;2025-02-10;10,0;110,14
7;1008219;153628;TRAMADOL+PARAC 37,5+325MG (A2) 10COM GMD;LUBRIFICANTE;2025-02-10;10,0;110,14
7;1008437;150498;ZOLPIDEM 5MG 30COM SL (B1) GEN GMD;OLEO/LOC CORPORAL;2025-02-11;1,0;21,11
7;1008437;150503;PREGABALINA 75MG 30CAP (C1) GEN GMD;LUBRIFICANTE;2025-02-11;3,0;28,9
7;1008437;150503;PREGABALINA 75MG 30CAP (C1) GEN GMD;OLEO/LOC CORPORAL;2025-02-11;3,0;28,9
7;1008440;93530;NAPROXENO 550MG 10COM GEN NQ;LUBRIFICANTE;2025-02-11;58,0;712,48
7;1008440;93530;NAPROXENO 550MG 10COM GEN NQ;OLEO/LOC CORPORAL;2025-02-11;58,0;712,48
7;1014341;101710;CLOTRIMAZOL+DEXAMETASONA CR 40G GEN GMD;CAIXA TERMICA;2025-03-12;12,0;158,52
7;1014341;101710;CLOTRIMAZOL+DEXAMETASONA CR 40G GEN GMD;OLEO/LOC CORPORAL;2025-03-12;12,0;158,52
7;1014341;147651;TESTE GRAVIDEZ MATERNITEST TIRA+COLETOR;GARROTE;2025-03-12;24,0;18,4
7;1019371;95842;COLIRIO GEOLAB SOL OFT 20ML;PRODUTO COM PMC;2025-04-03;22,0;70,5
7;1019371;149119;COMPRESSA DE GAZE 11F7,5CM TEXPHARMA 10U;PROTEINAS;2025-04-03;82,0;36,57
7;1019371;149744;CH MAM ORIG 16M RS CH20412;CHUPETAS;2025-04-03;1,0;8,58
7;1023429;149994;TANSULOSINA 0,4MG 30COM GEN NQ;CAIXA TERMICA;2025-04-22;1,0;25,71
7;1029471;147026;SUCCIN METOPROLOL 50MG LP 30COM GEN PHAR;CAIXA TERMICA;2025-05-22;14,0;232,07
7;1045805;102687;ENALAPRIL 10MG 30COM GEN GMD;PRODUTO COM PMC;2025-08-04;48,0;134,26
7;1045805;133255;COLONIA HUGGIES EXT SUAVE 100ML;HIGIENE INFANTIL;2025-08-04;12,0;91,04
7;1050397;107905;GROW VIT (SUPL VIT MIN) 240ML;PRODUTO COM PMC;2025-08-25;7,0;356,83
7;1050397;155165;ACENAC (ACETILCISTEINA) 600MG 16ENV 5G;DESODORANTE;2025-08-25;4,0;42,51
7;1050400;2704;MASSAGEOL POM 30G;PRODUTO COM PMC;2025-08-25;11,0;67,53
7;1050400;79189;VIT NEO QUIMICA CTBS SENIOR 60COM;DESODORANTE;2025-08-25;24,0;115,36
7;1050400;79421;CETOPROFENO 150MG 10COM LP GEN NQ;MEL/PROPOLIS;2025-08-25;1,0;6,56
7;1050400;82198;PROPRANOLOL 40MG 30COM GEN NQ;PRODUTO COM PMC;2025-08-25;13,0;37,91
7;1050400;82198;PROPRANOLOL 40MG 30COM GEN NQ;OLEO/LOC CORPORAL;2025-08-25;13,0;37,91
7;1050400;82376;ANLODIPINO 5MG 30COM GEN NQ;LUBRIFICANTE;2025-08-25;5,0;15,18
7;1050400;82376;ANLODIPINO 5MG 30COM GEN NQ;CAIXA TERMICA;2025-08-25;5,0;15,18
7;1050400;82457;AMOXICILINA SUSP 250MG/5ML 150ML GEN NEO;CAIXA TERMICA;2025-08-25;2,0;20,56
7;1050400;82465;AMOXICILINA 500MG 21CAP GEN NQ;PRODUTO COM PMC;2025-08-25;5,0;39,09
7;1050400;82520;ACEBROFILINA XPE PED 120ML GEN NQ;PRODUTO COM PMC;2025-08-25;2,0;15,75
7;1050400;82520;ACEBROFILINA XPE PED 120ML GEN NQ;CAIXA TERMICA;2025-08-25;2,0;15,75
7;1050400;82678;CLOBETASOL CR 0,5MG/G 30G GEN NQ;LUBRIFICANTE;2025-08-25;2,0;10,98
7;1050400;82740;TIMOLOL SOL OFT 5MG/ML 5ML GEN NQ;PRODUTO COM PMC;2025-08-25;1,0;3,71
7;1050400;82821;HIDROCLOROTIAZIDA 50MG 20COM GEN NQ;CAIXA TERMICA;2025-08-25;4,0;5,83
7;1050400;83577;DICLOFENACO SODICO 50MG 20COM GEN NQ;LUBRIFICANTE;2025-08-25;2,0;5,9
7;1050400;110230;ENALAPRIL 20MG 30COM GEN NQ;OLEO/LOC CORPORAL;2025-08-25;35,0;331,03
7;1050400;110345;PIROXICAM 20MG 15CAP GEN NQ;CAIXA TERMICA;2025-08-25;1,0;4,69
7;1050400;111180;CICLOBENZAPRINA 10MG 30COM GEN NQ;PRODUTO COM PMC;2025-08-25;23,0;194,07
7;1050400;111180;CICLOBENZAPRINA 10MG 30COM GEN NQ;CAIXA TERMICA;2025-08-25;23,0;194,07
7;1050400;111589;AZITROMICINA 500MG 5COM GEN NEO;PRODUTO COM PMC;2025-08-25;1,0;5,02
7;1050400;140488;FUROSEMIDA 40MG 20COM GEN NQ;CAIXA TERMICA;2025-08-25;34,0;70,0
7;1050400;140489;FUROSEMIDA 40MG 30COM GEN NQ;LUBRIFICANTE;2025-08-25;59,0;212,87
7;1050400;142988;PANTOPRAZOL SOD 40MG 28COM GEN NQ;CAIXA TERMICA;2025-08-25;3,0;14,13
7;1050400;143935;MIORRELAX (DIP+ORF+CAF) 2X10 20COM;PRODUTO COM PMC;2025-08-25;24,0;98,49
7;1050400;148133;VIT NEO QUIMICA VIT C+ZINCO 10COM EFER;VITAMINAS/MINERAIS;2025-08-25;2,0;9,01
7;1050400;148801;FEXOFENADINA 120MG 10COM GEN NQ;MEL/PROPOLIS;2025-08-25;1,0;10,68
7;1050400;151230;APIXABANA 2,5MG 20COM GEN NQ;MEL/PROPOLIS;2025-08-25;1,0;30,95
7;1050400;151232;APIXABANA 5MG 20COM GEN NQ;MEL/PROPOLIS;2025-08-25;10,0;306,59
7;1050400;151232;APIXABANA 5MG 20COM GEN NQ;OLEO/LOC CORPORAL;2025-08-25;10,0;306,59
7;1050400;152357;VIT NEO QUIMICA VIT D 2.000UI 30COM;DESODORANTE;2025-08-25;5,0;27,35
7;1050400;154512;PREDNISOLONA 20MG 20COM GEN NQ ;CAIXA TERMICA;2025-08-25;1,0;15,72
7;1050400;155358;DOMPERIDONA 10MG 60COM GEN NQ;MEL/PROPOLIS;2025-08-25;2,0;13,35
7;1050400;157800;DIPIRONA SOD GTS 20ML ABACAXI GEN NQ;MEL/PROPOLIS;2025-08-25;2,0;5,73
7;1053662;147334;FRALDA HUGG TRP PROT HIPER G78UND;FRALDAS;2025-09-08;6,0;274,57
7;1055729;82830;HIDROCLOROTIAZIDA 25MG 30COM GEN NQ;LUBRIFICANTE;2025-09-17;3,0;3,79
7;1055732;113743;HIDROCLOROTIAZIDA 25MG 30COM GEN MEDQ;CAIXA TERMICA;2025-09-17;27,0;30,87
7;1055732;113743;HIDROCLOROTIAZIDA 25MG 30COM GEN MEDQ;MEL/PROPOLIS;2025-09-17;27,0;30,87
7;1055738;81906;NISTATINA+OXIDO DE ZINCO PM 60G GEN NQ;LUBRIFICANTE;2025-09-17;63,0;596,18
7;1055738;81906;NISTATINA+OXIDO DE ZINCO PM 60G GEN NQ;MEL/PROPOLIS;2025-09-17;63,0;596,18
7;1060350;82821;HIDROCLOROTIAZIDA 50MG 20COM GEN NQ;PRODUTO COM PMC;2025-10-09;60,0;87,47
7;1060350;82821;HIDROCLOROTIAZIDA 50MG 20COM GEN NQ;OLEO/LOC CORPORAL;2025-10-09;60,0;87,47
7;1060361;103047;PARACETAMOL 200MG/ML 15ML GEN GMD;LUBRIFICANTE;2025-10-09;4,0;13,48
7;1060361;103047;PARACETAMOL 200MG/ML 15ML GEN GMD;CAIXA TERMICA;2025-10-09;4,0;13,48
7;1063478;153438;SUPRILAG LUB OFT 10ML;SOLUCOES MEDICAS;2025-10-23;70,0;665,18
7;1064340;155032;CITALOPRAM 20MG 30COM (C1) GEN TORRENT;OLEO/LOC CORPORAL;2025-10-28;30,0;190,75
7;1065869;141235;TOTALVITA AZ MULHER 60/CAPS;DESODORANTE;2025-11-03;112,0;751,77
7;1065869;141235;TOTALVITA AZ MULHER 60/CAPS;VITAMINAS/MINERAIS;2025-11-03;112,0;751,77
7;1065876;102687;ENALAPRIL 10MG 30COM GEN GMD;MEL/PROPOLIS;2025-11-03;143,0;377,78
7;1066084;139054;ALBENDAZOL 400MG 1COM GEN GMD;LUBRIFICANTE;2025-11-04;9,0;6,8
7;1066337;154910;FRALDA CALCA SP JB MAMYPOKO XG24X4;FRALDAS;2025-11-05;13,0;213,96
7;1067523;148814;GLICLAZIDA 30MG 30COM LP GEN TORRENT;CAIXA TERMICA;2025-11-11;44,0;228,38
7;1067523;148814;GLICLAZIDA 30MG 30COM LP GEN TORRENT;OLEO/LOC CORPORAL;2025-11-11;44,0;228,38
7;1068426;156399;FRALDA SUPRA BABY MEGA XXG 28UND;FRALDAS;2025-11-14;12,0;201,65
7;1068433;152454;FRALDA CALCA HIPOPO CONFORT BAG XG 48UN;FRALDAS;2025-11-14;4,0;125,49
7;1068437;156111;FRALDA HIPOPO BABY HIPER G 60UND;FRALDAS;2025-11-14;12,0;367,07
7;1069026;81949;AZITROMICINA 500MG 3COM GEN NEO;PRODUTO COM PMC;2025-11-18;60,0;213,21
7;1069026;81949;AZITROMICINA 500MG 3COM GEN NEO;OLEO/LOC CORPORAL;2025-11-18;60,0;213,21
7;1069026;82414;ATENOLOL 50MG 30COM GEN NQ;MEL/PROPOLIS;2025-11-18;5,0;16,43
7;1069026;82465;AMOXICILINA 500MG 21CAP GEN NQ;PRODUTO COM PMC;2025-11-18;4,0;31,94
7;1069026;82465;AMOXICILINA 500MG 21CAP GEN NQ;MEL/PROPOLIS;2025-11-18;4,0;31,94
7;1069026;82694;METRONIDAZOL 250MG 20COM GEN NQ;LUBRIFICANTE;2025-11-18;1,0;4,1
7;1069026;82694;METRONIDAZOL 250MG 20COM GEN NQ;OLEO/LOC CORPORAL;2025-11-18;1,0;4,1
7;1069026;86630;SILDENAFILA 100MG 4COM GEN NQ;PRODUTO COM PMC;2025-11-18;1,0;31,41
7;1069026;86630;SILDENAFILA 100MG 4COM GEN NQ;LUBRIFICANTE;2025-11-18;1,0;31,41
7;1069026;110205;DIPROP BETAM+FOSF DISSOD INJ 1ML GEN NQ ;LUBRIFICANTE;2025-11-18;1,0;4,96
7;1069026;110256;IVERMECTINA 6MG 2COM GEN NQ;PRODUTO COM PMC;2025-11-18;60,0;105,99
7;1069026;110310;PREDNISONA 20MG 10COM GEN NQ;OLEO/LOC CORPORAL;2025-11-18;2,0;8,52
7;1069026;147480;VIT NEO QUIMICA IMUNE 30COM;VITAMINAS/MINERAIS;2025-11-18;46,0;142,53
7;1069026;147482;VIT NEO QUIMICA CTBS CALCIO 60COM;DESODORANTE;2025-11-18;1,0;4,35
7;1069026;148801;FEXOFENADINA 120MG 10COM GEN NQ;PRODUTO COM PMC;2025-11-18;4,0;42,73
7;1069026;149735;BILASTINA 20MG 30COM GEN NQ;LUBRIFICANTE;2025-11-18;1,0;31,91
7;1069026;149735;BILASTINA 20MG 30COM GEN NQ;CAIXA TERMICA;2025-11-18;1,0;31,91
7;1069026;149735;BILASTINA 20MG 30COM GEN NQ;MEL/PROPOLIS;2025-11-18;1,0;31,91
7;1069026;154509;PREDNISOLONA 5MG 10COM GEN NQ ;PRODUTO COM PMC;2025-11-18;8,0;21,9
7;1069026;154509;PREDNISOLONA 5MG 10COM GEN NQ ;MEL/PROPOLIS;2025-11-18;8,0;21,9
7;1069026;154513;PREDNISOLONA 40MG 7COM GEN NQ;PRODUTO COM PMC;2025-11-18;1,0;9,52
7;1069026;154513;PREDNISOLONA 40MG 7COM GEN NQ;LUBRIFICANTE;2025-11-18;1,0;9,52
7;1069026;154513;PREDNISOLONA 40MG 7COM GEN NQ;OLEO/LOC CORPORAL;2025-11-18;1,0;9,52
7;1069026;157879;LEVOFLOXACINO 750MG 7COM GEN NQ;PRODUTO COM PMC;2025-11-18;4,0;89,6
7;1069026;157880;LEVOFLOXACINO 750MG 5COM GEN NQ;LUBRIFICANTE;2025-11-18;22,0;360,34
7;1069026;157880;LEVOFLOXACINO 750MG 5COM GEN NQ;CAIXA TERMICA;2025-11-18;22,0;360,34
7;1069871;148277;PARACETAMOL+COD 500+30MG 12COM(C1) G NQ;PRODUTO COM PMC;2025-11-24;6,0;37,44
7;1069871;148277;PARACETAMOL+COD 500+30MG 12COM(C1) G NQ;LUBRIFICANTE;2025-11-24;6,0;37,44
7;1070225;82538;ACEBROFILINA XPE ADT 120ML GEN NQ;CAIXA TERMICA;2025-11-25;1,0;12,68
7;1073118;142080;MAMAD BIG CLEAN 340ML SIL O 10068-01-AZ;MAMADEIRAS;2025-12-11;6,0;69,8
7;1073121;1031;RITMONEURAN RTM (PASSIFLORA) 20CAP;PRODUTO SEM PMC;2025-12-11;6,0;55,26
7;1073121;105236;DENTAL FRESH PERIOTRAT S/ALC 250ML;ENXAGUANTE BUCAL;2025-12-11;18,0;89,75
7;1073121;105554;RESFENOL (PARAC+CLORF+FENIL) 20CAP;PRODUTO COM PMC;2025-12-11;203,0;1324,44
7;1073121;109681;HELIODERM SUNCARE FPS30 C&R 200G;BRONZEADOR/PROTETOR SOLAR;2025-12-11;1,0;12,07
7;1073121;140734;HELIODERM SUNCARE FPS50 120G;BRONZEADOR / PROTETOR;2025-12-11;3,0;38,77
7;1073121;142054;SUPRA C KIDS SABOR MORANGO 30GOMAS;DESODORANTE;2025-12-11;1,0;4,12
7;1073121;145757;LACTOCARE (LACTOSIL) 30COM;ALIMENTOS FUNCIONAIS;2025-12-11;1,0;19,56
7;1073121;151755;HELIODERM DERMO FACIAL FPS70 50G;BRONZEADOR/PROTETOR SOLAR;2025-12-11;1,0;15,3
7;1073121;151756;HELIODERM DERMO CORPORAL FPS70 120ML;BRONZEADOR / PROTETOR;2025-12-11;2,0;39,28
7;1075026;53368;AGUA BORICADA 3% 100ML FARMAX;PRODUTO SEM PMC;2025-12-19;5,0;7,97
7;1075030;126977;DES ROLLON GB FEM BLUE 50ML;DESODORANTE;2025-12-19;1,0;4,26
1;1219789;75345;CLONAZEPAM 0,5MG 30COM (B1) GEN GEO;CAIXA TERMICA;2025-06-26;1,0;2,01
1;1222416;149555;DIPIRONA SOD 1G 10COM GEN GMD;MEL/PROPOLIS;2025-07-02;58,0;309,58
1;1222431;123323;METFORMINA 500MG 30COM GEN TB;LUBRIFICANTE;2025-07-02;100,0;229,01
1;1222431;123323;METFORMINA 500MG 30COM GEN TB;MEL/PROPOLIS;2025-07-02;100,0;229,01
1;1222431;123323;METFORMINA 500MG 30COM GEN TB;OLEO/LOC CORPORAL;2025-07-02;100,0;229,01
1;1222447;2089;ALBENDAZOL 40MG 10ML GEN TB;OLEO/LOC CORPORAL;2025-07-02;2468,0;4627,03
1;1222455;98400;ROSUVASTATINA CALCICA 20MG 30COM GEN MDY;PRODUTO COM PMC;2025-07-02;1,0;21,87
1;1222466;60364;FINASTERIDA 5MG 30COM GEN LEG;CAIXA TERMICA;2025-07-02;8,0;115,24
1;1223239;85707;SILDENAFILA 50MG 4COM GEN NQ;PRODUTO COM PMC;2025-07-04;366,0;548,82
1;1223242;101974;BETAMETASONA+GENTA CR 30G GEN GMD;PRODUTO COM PMC;2025-07-04;1,0;5,11
1;1223242;101974;BETAMETASONA+GENTA CR 30G GEN GMD;OLEO/LOC CORPORAL;2025-07-04;1,0;5,11
1;1223247;144621;ZOLPIDEM 10MG 30COM (B1) GEN NVQ;LUBRIFICANTE;2025-07-04;38,0;143,64
1;1223253;141947;SERTRALINA 50MG 30COM (C1) GEN TEUTO;PRODUTO COM PMC;2025-07-04;233,0;970,72
1;1223257;145140;TOPIRAMATO 50MG 60COM (C1) GEN NVQ;LUBRIFICANTE;2025-07-04;6,0;100,54
1;1223257;145140;TOPIRAMATO 50MG 60COM (C1) GEN NVQ;OLEO/LOC CORPORAL;2025-07-04;6,0;100,54
1;1223258;148333;RISPERIDONA 2MG 30COM (C1) GEN GEO;CAIXA TERMICA;2025-07-04;40,0;149,66
1;1223260;93653;FENITOINA 100MG 30COM (C1) GEN TB;LUBRIFICANTE;2025-07-04;313,0;951,88
1;1223260;93653;FENITOINA 100MG 30COM (C1) GEN TB;MEL/PROPOLIS;2025-07-04;313,0;951,88
1;1223261;101095;CLONAZEPAM 2,5MG/ML 20ML (B1) GEN GMD;CAIXA TERMICA;2025-07-04;20,0;73,42
1;1223263;144784;ZOLPIDEM 10MG 30COM (B1) GEN SDZ;LUBRIFICANTE;2025-07-04;4,0;15,17
1;1223263;144784;ZOLPIDEM 10MG 30COM (B1) GEN SDZ;CAIXA TERMICA;2025-07-04;4,0;15,17
1;1223263;144784;ZOLPIDEM 10MG 30COM (B1) GEN SDZ;OLEO/LOC CORPORAL;2025-07-04;4,0;15,17
1;1223264;84182;TRAMADOL 100MG/ML 10ML (A2) GEN NQ;OLEO/LOC CORPORAL;2025-07-04;5,0;174,69
1;1223274;81620;ENALAPRIL 5MG 30COM GEN TB;OLEO/LOC CORPORAL;2025-07-04;13,0;37,93
1;1223275;94200;ATROVERAN DIP 1G 20COM;PRODUTO COM PMC;2025-07-04;32,0;450,17
1;1223275;141291;ATENOLOL 50MG 30COM GEN VITAMEDIC;LUBRIFICANTE;2025-07-04;59,0;99,33
1;1223275;141291;ATENOLOL 50MG 30COM GEN VITAMEDIC;OLEO/LOC CORPORAL;2025-07-04;59,0;99,33
1;1223282;148831;BISOPROLOL 1,25MG 30COM GEN TORRENT;PRODUTO COM PMC;2025-07-04;15,0;178,55
1;1223288;13080;SECNIMAX (SECNIDAZOL) 1000MG 2COM;PRODUTO COM PMC;2025-07-04;133,0;242,05
1;1223300;40800;ACICLOVIR 400MG 30COM GEN SDZ;PRODUTO COM PMC;2025-07-04;18,0;538,52
1;1223300;40800;ACICLOVIR 400MG 30COM GEN SDZ;LUBRIFICANTE;2025-07-04;18,0;538,52
1;1223300;40800;ACICLOVIR 400MG 30COM GEN SDZ;MEL/PROPOLIS;2025-07-04;18,0;538,52
1;1223340;141572;ESCITALOPRAM 20MG 30COM (C1) GEN NVQ;MEL/PROPOLIS;2025-07-04;4,0;38,39
1;1223341;140585;CARBAMAZEPINA 400MG 30COM (C1) GEN TB;PRODUTO COM PMC;2025-07-04;1,0;8,66
1;1223342;152392;MEMANTINA 10MG 60COM (C1) GEN NVQ;MEL/PROPOLIS;2025-07-04;1,0;8,78
1;1223343;140783;TRAZODONA 50MG 60COM (C1) GEN NVQ;CAIXA TERMICA;2025-07-04;4,0;67,5
1;1223344;145140;TOPIRAMATO 50MG 60COM (C1) GEN NVQ;OLEO/LOC CORPORAL;2025-07-04;13,0;217,83
1;1223345;84140;DIAZEPAM 5MG 30COM (B1) GEN NQ;MEL/PROPOLIS;2025-07-04;62,0;142,47
1;1223346;145139;TOPIRAMATO 25MG 60COM (C1) GEN NVQ;LUBRIFICANTE;2025-07-04;6,0;51,18
1;1223346;145139;TOPIRAMATO 25MG 60COM (C1) GEN NVQ;OLEO/LOC CORPORAL;2025-07-04;6,0;51,18
1;1223350;74519;PAROXETINA 20MG 30COM (C1) GEN GEO;OLEO/LOC CORPORAL;2025-07-04;3,0;21,68
1;1223361;95230;ALPRAZOLAM 1MG 30COM (B1) GEN TB;PRODUTO COM PMC;2025-07-04;15,0;48,55
1;1223362;141567;CITALOPRAM 20MG 30COM (C1) GEN NVQ;OLEO/LOC CORPORAL;2025-07-04;2,0;11,52
1;1223365;139955;QUETIAPINA 200MG 30COM (C1) GEN BIOS;OLEO/LOC CORPORAL;2025-07-04;21,0;635,39
1;1223373;84220;CITALOPRAM 20MG 30COM  (C1) GEN NQ;MEL/PROPOLIS;2025-07-04;149,0;724,08
1;1223374;111813;PARACETAMOL+COD 500+30MG 12COM (A2) GEOL;CAIXA TERMICA;2025-07-04;4,0;21,65
1;1223375;141300;CITALOPRAM 20MG 30COM (C1) GEN TB;CAIXA TERMICA;2025-07-04;51,0;205,91
1;1223375;141300;CITALOPRAM 20MG 30COM (C1) GEN TB;MEL/PROPOLIS;2025-07-04;51,0;205,91
1;1223379;112720;CELECOXIBE 200MG 10CAP (C1) GEN TEUTO;PRODUTO COM PMC;2025-07-04;4,0;16,93
1;1223379;112720;CELECOXIBE 200MG 10CAP (C1) GEN TEUTO;CAIXA TERMICA;2025-07-04;4,0;16,93
1;1223385;117749;BUPROPIONA 150MG 30COM (C1) GEN NVQ;OLEO/LOC CORPORAL;2025-07-04;6,0;93,03
1;1223388;116548;AMITRIPTILINA 25MG 30COM (C1) GEN NQ;CAIXA TERMICA;2025-07-04;9,0;24,58
1;1223389;143359;CLOPIDOGREL 75MG 56COM GEN SDZ;LUBRIFICANTE;2025-07-04;60,0;1002,57
1;1223391;28541;ACIVIRAX (ACICLOVIR ) 200MG 25COM;PRODUTO COM PMC;2025-07-04;2,0;19,53
1;1223394;64815;COMPLEXO B (POLIVIT)  XPE 100ML;PRODUTO SEM PMC;2025-07-04;2,0;6,36
1;1223395;54143;MIZONOL (MICONAZOL) CR DERM 20MG/G 28G;PRODUTO COM PMC;2025-07-04;5,0;20,11
1;1223401;143122;SERTRALINA 100MG 30COM (C1) GEN GMD;CAIXA TERMICA;2025-07-04;19,0;370,04
1;1223405;111724;DEXCLORFENIRAMINA+BETA XPE 120ML GEN GEO;PRODUTO COM PMC;2025-07-04;2,0;10,7
1;1223423;85251;BROMAZEPAM 6MG 30COM (B1) GEN MDY;PRODUTO COM PMC;2025-07-04;2,0;16,14
1;1223423;85251;BROMAZEPAM 6MG 30COM (B1) GEN MDY;MEL/PROPOLIS;2025-07-04;2,0;16,14
1;1223426;63932;LOSARTANA 50MG 30COM GEN TEUTO;CAIXA TERMICA;2025-07-04;304,0;366,19
1;1223426;63932;LOSARTANA 50MG 30COM GEN TEUTO;MEL/PROPOLIS;2025-07-04;304,0;366,19
1;1224007;120391;AMITRIPTILINA 25MG 30COM (C1) GEN TB;CAIXA TERMICA;2025-07-07;201,0;372,59
