CODFILIAL;NUMERO_NOTA;CODPROD;NOME_PRODUTO;CATEGORIA;DTMOV_SAIDA;QTD_SAIDA;VLR_SAIDA
7;1005788;54097;BELMIRAX (MEBENDAZOL) 100MG 6COM;PRODUTO COM PMC;2025-01-28;1,0;1,78
7;1006407;88366;NEODIA (LEVONORGESTREL) 1,5MG 1COM;PRODUTO COM PMC;2025-01-30;57,0;81,84
7;1006409;110370;ORLISTATE 120MG 84CAP GEN NQ;LUBRIFICANTE;2025-01-30;21,0;2698,17
7;1006716;102202;QUETIAPINA 200MG 30COM (C1) GEN GMD;OLEO/LOC CORPORAL;2025-01-31;3,0;102,11
7;1006716;140982;ESCITALOPRAM 20MG/ML 15ML (C1) GEN GEO;CAIXA TERMICA;2025-01-31;12,0;228,06
7;1006718;82538;ACEBROFILINA XPE ADT 120ML GEN NQ;LUBRIFICANTE;2025-01-31;6,0;69,74
7;1006718;82538;ACEBROFILINA XPE ADT 120ML GEN NQ;OLEO/LOC CORPORAL;2025-01-31;6,0;69,74
7;1007700;142006;OLEO MINERAL 100ML UNIPHAR;MEL/PROPOLIS;2025-02-06;23,0;91,12
7;1008438;84115;BROMAZEPAM 3MG 30COM (B1) GEN NQ;PRODUTO COM PMC;2025-02-11;1,0;3,76
7;1008438;101265;CLOMIPRAMINA 25MG 20COM (C1) GEN GMD;MEL/PROPOLIS;2025-02-11;4,0;79,9
7;1008442;145140;TOPIRAMATO 50MG 60COM (C1) GEN NVQ;PRODUTO COM PMC;2025-02-11;2,0;40,97
7;1008442;145140;TOPIRAMATO 50MG 60COM (C1) GEN NVQ;MEL/PROPOLIS;2025-02-11;2,0;40,97
7;1009123;123;AZITROMICINA 500MG 3COM GEN MED;CAIXA TERMICA;2025-02-12;1,0;3,27
7;1009123;123;AZITROMICINA 500MG 3COM GEN MED;MEL/PROPOLIS;2025-02-12;1,0;3,27
7;1009123;146529;DESOGESTREL 75MCG 28COM GEN GMD;OLEO/LOC CORPORAL;2025-02-12;3,0;19,16
7;1009169;59919;PREDINIS (PREDNISONA) 20MG 10COM;PRODUTO COM PMC;2025-02-13;1,0;3,75
7;1009169;151232;APIXABANA 5MG 20COM GEN NQ;PRODUTO COM PMC;2025-02-13;10,0;295,34
7;1009169;151232;APIXABANA 5MG 20COM GEN NQ;OLEO/LOC CORPORAL;2025-02-13;10,0;295,34
7;1009409;129923;PENTE CONDOR 1/2 JOY SM K-8;ESCOVAS/PENTES;2025-02-14;2,0;5,94
7;1009409;146633;ESC CAB CONDOR FROZEN OVAL 9873;PENTES/ESCOVAS;2025-02-14;1,0;9,89
7;1009409;149711;ESC CAB BELLE OVAL 9724;;2025-02-14;1,0;4,01
7;1009998;123277;LORATADINA XPE 100ML GEN MEDQ;OLEO/LOC CORPORAL;2025-02-17;24,0;127,01
7;1011306;130606;ESC D CLEAN ADT IDEAL INTELLIGENT MACIA;ESCOVAS DENTAIS;2025-02-24;1,0;5,81
7;1011306;150354;KIT PINÇA VAR 3UND LANOSSI ;TIRA LEITE;2025-02-24;30,0;331,02
7;1011306;150371;ESPONJA BANHO REDE 1UND SLOW;ESPONJAS-BANHO;2025-02-24;1,0;5,46
7;1011307;134380;KIT D CLEAN ORTO ESC+INTE+PASS FIO;TIRAS REAGENTES;2025-02-24;1,0;13,41
7;1011307;144158;KIT D CLEAN ESC EST ADULTO ROMERO BRITTO;ESCOVAS DENTAIS;2025-02-24;2,0;26,15
7;1011534;39977;PIOSAN (PERMETRINA) 1% 60ML;PRODUTO COM PMC;2025-02-24;2,0;9,66
7;1011534;140709;CALOTRAT PLANTAR ACID SALIC 200MG 20G;PRODUTO SEM PMC;2025-02-24;2,0;35,09
7;1012169;61727;TADALAFILA 20MG 2COM GEN GEO;LUBRIFICANTE;2025-02-27;3,0;7,4
7;1012176;155376;DES ANT ABOVE WOMEN PERS PEAC/FASH 150ML;DESODORANTES;2025-02-27;2,0;9,55
7;1012176;155409;KIT SH+CD ABOVE SUN RESTAURACAO325+200ML;LINHA CAPILAR;2025-02-27;1,0;7,67
7;1012177;65170;PANTOPRAZOL SOD 40MG 30COM GEN MEDQ;MEL/PROPOLIS;2025-02-27;2,0;12,44
7;1012177;132625;MAMAD BIG CLEAN 250ML SIL R 10165-01-RS;TALCO;2025-02-27;3,0;27,11
7;1012177;154705;CH MBITA SIL O T2 MB-4815-01-F;ALGODAO;2025-02-27;1,0;3,98
7;1012178;111694;DEXAMETASONA 1MG/G CR DERM 10G GEN GEO;LUBRIFICANTE;2025-02-27;7,0;18,82
7;1012179;152408;COL CHEIRINHO DE BEBE LAVANDITA 210ML;HIGIENE INFANTIL;2025-02-27;7,0;99,52
7;1012179;152415;SAB CHEIRINHO DE BEBE BLUE 80G;SABONETE SOLIDO;2025-02-27;22,0;58,46
7;1012179;152420;SAB LIQ CHEIRINHO BEBE LAVANDITA 250ML;SABONETE LIQUIDO;2025-02-27;14,0;118,13
7;1012179;155018;KIT LAVD'S NUIT 250ML+SABLIQ ALFAZ 250ML;AGUA DE COLONIA;2025-02-27;1,0;18,12
7;1014333;150388;SH INFANTIL DINNOBABY 210ML;SHAMPOO;2025-03-11;1,0;4,37
7;1014333;150388;SH INFANTIL DINNOBABY 210ML;CUIDADO COM O ROSTO;2025-03-11;1,0;4,37
7;1014340;992976;CLONAZEPAM 2MG 30COM (B1) GEN PHARL;PRODUTO COM PMC;2025-03-12;1,0;2,8
7;1014340;992976;CLONAZEPAM 2MG 30COM (B1) GEN PHARL;MEL/PROPOLIS;2025-03-12;1,0;2,8
7;1016144;139884;DOXICICLINA 100MG 15COM GEN PHARL;LUBRIFICANTE;2025-03-20;1,0;8,03
7;1016144;146405;TORVILIP (ATORVASTATINA CALC) 10MG 30COM;PRODUTO COM PMC;2025-03-20;2,0;19,91
7;1017292;152360;VIT NEO QUIMICA VITAMINA D3 50.000UI4CAP;PRODUTO COM PMC;2025-03-25;6,0;50,26
7;1019189;155002;DPHAR (VIT D3) 50.000UI C/4CAP MOLE;PRODUTO COM PMC;2025-04-02;3,0;26,02
7;1023428;93319;TINIDAZOL+MICONAZOL CR VAG 40G 7APL NQ;PRODUTO COM PMC;2025-04-22;4,0;44,3
7;1023428;93319;TINIDAZOL+MICONAZOL CR VAG 40G 7APL NQ;LUBRIFICANTE;2025-04-22;4,0;44,3
7;1023430;51926;NOVOPRAZOL (OMEPRAZOL) 20MG POTE 56CAP;PRODUTO COM PMC;2025-04-22;4,0;17,41
7;1023430;82821;HIDROCLOROTIAZIDA 50MG 20COM GEN NQ;PRODUTO COM PMC;2025-04-22;15,0;19,86
7;1023430;82821;HIDROCLOROTIAZIDA 50MG 20COM GEN NQ;MEL/PROPOLIS;2025-04-22;15,0;19,86
7;1023430;102733;DEXCLORFENIRAMINA+BETA XPE 120ML GEN GMD;CAIXA TERMICA;2025-04-22;1,0;5,18
7;1023430;146344;PIROXICAM 20MG 10CAP GEN PHARL;OLEO/LOC CORPORAL;2025-04-22;2,0;6,7
7;1027440;144785;SONOTABS (VALERIANA OFFICIN) 100MG 2OCOM;PRODUTO COM PMC;2025-05-13;2,0;38,19
7;1030445;148445;CELECOXIBE 200MG 30CAP (C1) GEN GMD;LUBRIFICANTE;2025-05-27;3,0;61,27
7;1030445;148445;CELECOXIBE 200MG 30CAP (C1) GEN GMD;CAIXA TERMICA;2025-05-27;3,0;61,27
7;1030445;148445;CELECOXIBE 200MG 30CAP (C1) GEN GMD;OLEO/LOC CORPORAL;2025-05-27;3,0;61,27
7;1030445;148812;DONEPEZILA 10MG 30COM (C1) GEN TORRENT;MEL/PROPOLIS;2025-05-27;1,0;23,66
7;1031546;47198;NOVOPRAZOL (OMEPRAZOL) 20MG POTE 28CAP;PRODUTO COM PMC;2025-05-30;2,0;5,48
7;1031546;100285;ACETILCISTEINA 600MG 16ENV 5G GEN GMD;LUBRIFICANTE;2025-05-30;10,0;197,15
7;1031546;156162;PROTETOR DE COLCHÃO PLENTY CARE G5UND;PROTEINAS;2025-05-30;4,0;44,57
7;1032867;38822;ACETILCISTEINA 600MG 16ENV 5G GEN GEO;LUBRIFICANTE;2025-06-06;1,0;14,5
7;1032867;39853;SULFERBEL (SULFATO FERROSO) GTS 30ML;PRODUTO COM PMC;2025-06-06;1,0;4,62
7;1032867;95389;AFOLIC (ACIDO FOLICO) 5MG 20COM;PRODUTO COM PMC;2025-06-06;6,0;13,95
7;1033586;81922;AZITROMICINA SUSP 900MG 22,5ML GEN NQ;OLEO/LOC CORPORAL;2025-06-11;2,0;38,23
7;1033586;105244;ACQUAGEL NATURAL LUB INT 60G;MEL/PROPOLIS;2025-06-11;1,0;8,05
7;1036359;148821;ROSUVASTATINA CALCICA 20MG 30COM GEN TOR;LUBRIFICANTE;2025-06-20;2,0;25,84
7;1036359;148821;ROSUVASTATINA CALCICA 20MG 30COM GEN TOR;CAIXA TERMICA;2025-06-20;2,0;25,84
7;1040107;62030;OMEPRAZOL 20MG 28CAP GEN GEO;LUBRIFICANTE;2025-07-09;17,0;49,32
7;1040107;62030;OMEPRAZOL 20MG 28CAP GEN GEO;CAIXA TERMICA;2025-07-09;17,0;49,32
7;1040107;146191;MINOXIDIL 50MG/ML SOL CAPIL 50ML GEN NQ;CAIXA TERMICA;2025-07-09;3,0;69,18
7;1040831;19623;NEOPIRIDIN SPR 50ML;PRODUTO COM PMC;2025-07-14;21,0;214,63
7;1040831;79553;NEOTOSS (DROPROPIZINA) XPE PED 60ML;PRODUTO COM PMC;2025-07-14;1,0;6,83
7;1040831;81922;AZITROMICINA SUSP 900MG 22,5ML GEN NQ;OLEO/LOC CORPORAL;2025-07-14;4,0;60,81
7;1040831;111830;ANLODIPINO 5MG 30COM GEN GEO;OLEO/LOC CORPORAL;2025-07-14;15,0;28,4
7;1040831;154450;FEXOFENADINA 6MG/ML PED 60ML GEN VITAM;CAIXA TERMICA;2025-07-14;8,0;92,48
7;1040831;154450;FEXOFENADINA 6MG/ML PED 60ML GEN VITAM;OLEO/LOC CORPORAL;2025-07-14;8,0;92,48
7;1040831;156256;CICLOBENZAPRINA 10MG 15COM GEN GEO;OLEO/LOC CORPORAL;2025-07-14;1,0;4,38
7;1041192;1868;APIS FRESH SPRAY MEL PROPO GENGIBRE 35ML;LUBRIFICANTE;2025-07-15;4,0;12,59
7;1041192;8000;EXTRATO DE PROPOLIS ALCOOLICO 20ML ARTE;LUBRIFICANTE;2025-07-15;1,0;8,57
7;1041192;66923;BROMEXINA XPE ADT 8MG/5ML 120ML GEN GLB;MEL/PROPOLIS;2025-07-15;2,0;14,5
7;1041192;147043;COMPRESSA DE GAZE 11F 7,5CM 10UN SALVELO;MASCULINO;2025-07-15;5,0;4,38
7;1041192;156141;TADALAFILA 5MG 30COM GEN PHARLAB;PRODUTO COM PMC;2025-07-15;3,0;19,77
7;1043273;113786;OMENAX (OMEPRAZOL) 20MG 56CAP;PRODUTO COM PMC;2025-07-23;14,0;64,88
7;1043273;144912;CR ASSADURAS HUGGIES AMENDOAS 80G;BICO;2025-07-23;4,0;65,6
7;1043273;144912;CR ASSADURAS HUGGIES AMENDOAS 80G;CREME ASSADURAS;2025-07-23;4,0;65,6
7;1045804;123846;QUETIAPINA 25MG 30COM (C1) GEN GEO;PRODUTO COM PMC;2025-08-04;6,0;44,18
7;1045806;61840;CARBOCISTEINA XPE PED 20MG 100ML GEN GEO;OLEO/LOC CORPORAL;2025-08-04;6,0;42,39
7;1046421;144790;PARACETAMOL+COD 500+30MG 12COM (A2) NVQ;CAIXA TERMICA;2025-08-07;8,0;59,03
7;1046421;144790;PARACETAMOL+COD 500+30MG 12COM (A2) NVQ;MEL/PROPOLIS;2025-08-07;8,0;59,03
7;1046421;156705;SERTRALINA 100MG 30COM (C1) GEN TORRENT;LUBRIFICANTE;2025-08-07;6,0;150,82
7;1046682;157590;LAMOTRIGINA 50MG 30COM (C1) GEN GEOLAB;OLEO/LOC CORPORAL;2025-08-08;3,0;21,33
7;1046683;152915;LEVETIRACETAM 250MG 30COM (C1) GEN NQ;MEL/PROPOLIS;2025-08-08;1,0;22,78
7;1047363;111708;ACEBROFILINA XPE PED 120ML GEN GEO;PRODUTO COM PMC;2025-08-12;48,0;383,53
7;1047363;111708;ACEBROFILINA XPE PED 120ML GEN GEO;OLEO/LOC CORPORAL;2025-08-12;48,0;383,53
7;1047363;146210;IMUNOTRAT PELARGONIUM SOL 825MG/ML 20ML;PRODUTO SEM PMC;2025-08-12;1,0;16,98
7;1047363;153728;LEVANLODIPINO 5MG 30COM GEN NQ;LUBRIFICANTE;2025-08-12;2,0;69,79
7;1047363;153728;LEVANLODIPINO 5MG 30COM GEN NQ;MEL/PROPOLIS;2025-08-12;2,0;69,79
7;1047363;153728;LEVANLODIPINO 5MG 30COM GEN NQ;OLEO/LOC CORPORAL;2025-08-12;2,0;69,79
7;1047682;108537;CETOBETA (CETO+BETA+NEO) CR 30G;PRODUTO COM PMC;2025-08-13;58,0;465,31
7;1047682;110370;ORLISTATE 120MG 84CAP GEN NQ;PRODUTO COM PMC;2025-08-13;2,0;279,52
7;1047682;110370;ORLISTATE 120MG 84CAP GEN NQ;MEL/PROPOLIS;2025-08-13;2,0;279,52
7;1047686;54291;MICONAZOL CR VAG 20MG 80G 14APL GEN GEO;CAIXA TERMICA;2025-08-13;2,0;23,35
7;1047913;146513;TANSULOSINA 0,4MG 30COM GEN GMD;CAIXA TERMICA;2025-08-14;5,0;156,34
7;1047913;151896;ONDANSETRONA 8MG 10COM ORODISP GEN NQ;MEL/PROPOLIS;2025-08-14;49,0;704,22
7;1047916;157134;FEXOFENADINA 6MG/ML PED 150ML GEN NVQ;CAIXA TERMICA;2025-08-14;1,0;27,15
7;1050398;138635;COBAPETIT XPE CIPROEPTADINA+COBAMA 100ML;PRODUTO COM PMC;2025-08-25;49,0;454,71
7;1050398;139468;EUPEPT (OMEPRAZOL) 20MG 30CAP;PRODUTO COM PMC;2025-08-25;38,0;179,46
7;1050398;144225;FLORALON (SACCHAROMYCES) 200MG 6CAP GEL;PRODUTO COM PMC;2025-08-25;64,0;649,89
7;1050401;5916;MASSAGEOL AER 120ML;PRODUTO COM PMC;2025-08-25;11,0;145,82
7;1050401;13803;CORTICORTEN (PREDNISONA) 5MG 20COM;PRODUTO COM PMC;2025-08-25;92,0;359,42
7;1050401;81906;NISTATINA+OXIDO DE ZINCO PM 60G GEN NQ;PRODUTO COM PMC;2025-08-25;1,0;9,43
7;1050401;81981;MELOXICAM 15MG 10COM GEN NQ;LUBRIFICANTE;2025-08-25;15,0;41,57
7;1050401;81981;MELOXICAM 15MG 10COM GEN NQ;CAIXA TERMICA;2025-08-25;15,0;41,57
7;1050401;82384;ANLODIPINO 10MG 30COM GEN NQ;CAIXA TERMICA;2025-08-25;9,0;39,25
7;1050401;82414;ATENOLOL 50MG 30COM GEN NQ;PRODUTO COM PMC;2025-08-25;21,0;66,14
7;1050401;82660;CLOBETASOL PM 0,5MG/G 30G GEN NQ;LUBRIFICANTE;2025-08-25;1,0;5,83
7;1050401;82660;CLOBETASOL PM 0,5MG/G 30G GEN NQ;OLEO/LOC CORPORAL;2025-08-25;1,0;5,83
7;1050401;82686;PREDNISONA 5MG 20COM GEN NQ;CAIXA TERMICA;2025-08-25;60,0;229,52
7;1050401;82694;METRONIDAZOL 250MG 20COM GEN NQ;CAIXA TERMICA;2025-08-25;45,0;196,6
7;1050401;82767;DEXCLORFENIRAMINA 2MG 20COM GEN NQ;MEL/PROPOLIS;2025-08-25;1,0;3,42
7;1050401;85707;SILDENAFILA 50MG 4COM GEN NQ;CAIXA TERMICA;2025-08-25;72,0;185,51
7;1050401;93521;NAPROXENO 550MG 20COM GEN NQ;CAIXA TERMICA;2025-08-25;1,0;25,19
7;1050401;93530;NAPROXENO 550MG 10COM GEN NQ;OLEO/LOC CORPORAL;2025-08-25;9,0;115,58
7;1050401;98221;COLIRIO NEO BRASIL SOL OFT 20ML;PRODUTO COM PMC;2025-08-25;39,0;240,5
7;1050401;106925;MAGNOSTASE (LOPERAMIDA) 2MG 12COM;PRODUTO COM PMC;2025-08-25;15,0;33,58
7;1050401;110825;CIPROFLOXACINO 500MG 14COM GEN NQ;PRODUTO COM PMC;2025-08-25;2,0;11,14
7;1050401;139392;TADALAFILA 20MG 4COM GEN NQ;CAIXA TERMICA;2025-08-25;5,0;23,0
7;1050401;139392;TADALAFILA 20MG 4COM GEN NQ;MEL/PROPOLIS;2025-08-25;5,0;23,0
7;1050401;139392;TADALAFILA 20MG 4COM GEN NQ;OLEO/LOC CORPORAL;2025-08-25;5,0;23,0
7;1050401;139471;ATENOLOL 25MG 30COM GEN NQ;PRODUTO COM PMC;2025-08-25;5,0;10,32
7;1050401;139471;ATENOLOL 25MG 30COM GEN NQ;CAIXA TERMICA;2025-08-25;5,0;10,32
7;1050401;140234;DIPIRONA SOD+CAF 16COM GEN NQ;OLEO/LOC CORPORAL;2025-08-25;57,0;384,82
7;1050401;142958;NITAZOXANIDA 500MG 6COM GEN NQ;PRODUTO COM PMC;2025-08-25;6,0;126,61
7;1050401;146042;DOXAZOSINA 4MG 30COM GEN NQ;PRODUTO COM PMC;2025-08-25;3,0;54,65
7;1050401;146042;DOXAZOSINA 4MG 30COM GEN NQ;LUBRIFICANTE;2025-08-25;3,0;54,65
7;1050401;146042;DOXAZOSINA 4MG 30COM GEN NQ;CAIXA TERMICA;2025-08-25;3,0;54,65
7;1050401;146855;VIT NEO QUIMICA HOMEM 60COM;DESODORANTE;2025-08-25;10,0;43,55
7;1050401;147530;SIMETICONA 125MG 10CAP GEL GEN NQ;MEL/PROPOLIS;2025-08-25;4,0;11,91
7;1050401;148628;RIVAROXABANA 15MG 30COM GEN NQ;MEL/PROPOLIS;2025-08-25;19,0;240,48
7;1050401;149994;TANSULOSINA 0,4MG 30COM GEN NQ;CAIXA TERMICA;2025-08-25;15,0;413,25
7;1050401;151895;ONDANSETRONA 4MG 10COM ORODISP GEN NQ;PRODUTO COM PMC;2025-08-25;35,0;105,15
7;1050401;151895;ONDANSETRONA 4MG 10COM ORODISP GEN NQ;MEL/PROPOLIS;2025-08-25;35,0;105,15
7;1050401;152360;VIT NEO QUIMICA VITAMINA D3 50.000UI4CAP;PRODUTO COM PMC;2025-08-25;3,0;25,28
7;1050401;152361;VIT NEO QUIMICA VITAMINA D3 50.000UI8CAP;PRODUTO COM PMC;2025-08-25;1,0;13,31
7;1050401;153672;DIPIRONA SOD 1G 20COM GEN NQ;MEL/PROPOLIS;2025-08-25;1,0;10,81
7;1050401;153729;LEVANLODIPINO 2,5MG 30COM GEN NQ;PRODUTO COM PMC;2025-08-25;6,0;105,79
7;1050401;153903;BRONFENIRAMINA+FENILEF 12+15MG 12COM LP;MEL/PROPOLIS;2025-08-25;7,0;78,11
7;1050401;155361;DOMPERIDONA 10MG 30COM GEN NQ;CAIXA TERMICA;2025-08-25;57,0;211,86
7;1050401;155559;PARACETAMOL 750MG 20COM GEN NQ;LUBRIFICANTE;2025-08-25;57,0;269,84
7;1050401;156515;SITAGLIPTINA 100MG 30COM GEN NQ;PRODUTO COM PMC;2025-08-25;2,0;163,54
7;1050401;156515;SITAGLIPTINA 100MG 30COM GEN NQ;MEL/PROPOLIS;2025-08-25;2,0;163,54
7;1050401;157879;LEVOFLOXACINO 750MG 7COM GEN NQ;PRODUTO COM PMC;2025-08-25;4,0;89,6
7;1050401;157880;LEVOFLOXACINO 750MG 5COM GEN NQ;LUBRIFICANTE;2025-08-25;22,0;360,34
7;1050401;157880;LEVOFLOXACINO 750MG 5COM GEN NQ;MEL/PROPOLIS;2025-08-25;22,0;360,34
7;1052892;37940;TRAXONOL (ITRACONAZOL) 100MG 15CAP;PRODUTO COM PMC;2025-09-03;3,0;45,87
7;1052892;57525;ENXAK (M.DIIDROERGOTAMINA+DIP+CAF)12COM;PRODUTO COM PMC;2025-09-03;1,0;8,56
7;1053153;102067;ESOMEPRAZOL MAGNESICO 40MG 28COM GEN GMD;PRODUTO COM PMC;2025-09-04;1,0;44,88
7;1053663;152388;FRALDA HUGG SUPREME HIPER G66UN;FRALDAS;2025-09-08;15,0;743,11
7;1053664;144152;FRALDA HUGG SUPREME ROUPA HIPER XG48UN;FRALDAS;2025-09-08;18,0;827,58
7;1053998;139393;TADALAFILA 20MG 1COM GEN NQ;OLEO/LOC CORPORAL;2025-09-09;2,0;4,01
7;1053998;151901;MONITOR PRESSAO DIG AUT PULSO GP400 GTEC;AUTOTESTE COVID;2025-09-09;1,0;52,65
7;1055502;157872;PRESERV PRUDENCE LUBRIFICADO C/3UND;MASCULINO;2025-09-16;3,0;8,24
7;1055727;150399;LENCO DE PAPEL KISS FOL DUPLA FACIAL 50F;MASCULINO;2025-09-17;2,0;3,68
7;1055731;139390;TADALAFILA 5MG 28COM GEN NQ;OLEO/LOC CORPORAL;2025-09-17;6,0;50,56
7;1055739;112402;CETOCONAZOL+BETA+NEO CR 30G GEN GEO;PRODUTO COM PMC;2025-09-17;5,0;36,38
7;1055739;112402;CETOCONAZOL+BETA+NEO CR 30G GEN GEO;OLEO/LOC CORPORAL;2025-09-17;5,0;36,38
7;1055739;156650;SH DINNOBABY 100ML;CUIDADO COM O ROSTO;2025-09-17;13,0;44,16
7;1057059;156215;DISP LAV NAS TCHAU FUNGA FUNGA 10ML;DISPOSITIVOS;2025-09-23;9,0;69,61
7;1057059;156215;DISP LAV NAS TCHAU FUNGA FUNGA 10ML;SOLUCOES MEDICAS;2025-09-23;9,0;69,61
7;1057112;155039;TOTALVITA OMEGA DHA MEG3 1G 60CAP;MORDEDORES;2025-09-24;48,0;440,9
7;1057310;13099;SECNIMAX (SECNIDAZOL) 1000MG 4COM;PRODUTO COM PMC;2025-09-24;14,0;68,81
7;1057310;108863;VALESSONE(VALERIANA OFFIC)225,75MG 20COM;PRODUTO COM PMC;2025-09-24;7,0;76,33
7;1059226;141754;LATANOPROSTA SOL OFT 50MG 2,5ML GEN GEO ;PRODUTO COM PMC;2025-10-02;3,0;105,29
7;1059226;141754;LATANOPROSTA SOL OFT 50MG 2,5ML GEN GEO ;LUBRIFICANTE;2025-10-02;3,0;105,29
7;1059226;141755;LATANOPROSTA+TIMOLOL S OFT 2,5ML GEN GEO;MEL/PROPOLIS;2025-10-02;3,0;114,92
7;1059855;110302;TOBRAMICINA 3MG/ML SOL OFT 5ML GEN NQ;CAIXA TERMICA;2025-10-07;26,0;162,8
7;1059860;153902;BRONFENIRAMINA+FENILEF SOL GTS 20ML GEN ;OLEO/LOC CORPORAL;2025-10-07;6,0;38,63
7;1060346;146046;ENEMED(FOSF SODIO DIBASI+MONOB)130ML;PRODUTO SEM PMC;2025-10-09;36,0;369,72
7;1060346;152495;ROSUVASTATINA CALCICA 20MG 30COM GEN PHA;MEL/PROPOLIS;2025-10-09;3,0;23,27
7;1060348;110329;PREDNISONA 20MG 20COM GEN NQ;CAIXA TERMICA;2025-10-09;30,0;286,89
7;1060349;154511;PREDNISOLONA 20MG 10COM GEN NQ ;PRODUTO COM PMC;2025-10-09;16,0;82,54
7;1060353;153729;LEVANLODIPINO 2,5MG 30COM GEN NQ;PRODUTO COM PMC;2025-10-09;15,0;264,48
7;1060362;148801;FEXOFENADINA 120MG 10COM GEN NQ;OLEO/LOC CORPORAL;2025-10-09;1,0;10,68
7;1061733;82384;ANLODIPINO 10MG 30COM GEN NQ;LUBRIFICANTE;2025-10-15;2,0;8,8
7;1061733;82384;ANLODIPINO 10MG 30COM GEN NQ;OLEO/LOC CORPORAL;2025-10-15;2,0;8,8
7;1061733;148801;FEXOFENADINA 120MG 10COM GEN NQ;CAIXA TERMICA;2025-10-15;4,0;42,73
7;1061733;148802;FEXOFENADINA 180MG 10COM GEN NQ;LUBRIFICANTE;2025-10-15;4,0;62,18
7;1062693;97616;SEAKALM (PASSIFLORA INCARN) 90MG/ML100ML;PRODUTO SEM PMC;2025-10-17;2,0;30,31
7;1062694;76198;INTESTIN (LOPERAMIDA) 2MG 200COM;PRODUTO SEM PMC;2025-10-17;1,0;20,7
7;1063479;154963;LACRIVISION 5MG/ML 10ML SOL OFT;PRODUTO SEM PMC;2025-10-23;60,0;440,67
7;1063482;102180;QUETIAPINA 25MG 30COM (C1) GEN GMD;LUBRIFICANTE;2025-10-23;1,0;7,47
7;1063482;102180;QUETIAPINA 25MG 30COM (C1) GEN GMD;OLEO/LOC CORPORAL;2025-10-23;1,0;7,47
7;1063482;152835;PREGABALINA 150MG 30CAP (C1) GEN TORRENT;MEL/PROPOLIS;2025-10-23;1,0;21,23
7;1063482;154762;BUPROPIONA 150MG 30COM 24HS (C1) GEN GMD;PRODUTO COM PMC;2025-10-23;8,0;377,3
7;1063482;154762;BUPROPIONA 150MG 30COM 24HS (C1) GEN GMD;OLEO/LOC CORPORAL;2025-10-23;8,0;377,3
7;1063483;148277;PARACETAMOL+COD 500+30MG 12COM(C1) G NQ;PRODUTO COM PMC;2025-10-23;6,0;37,44
7;1063483;148833;MIRTAZAPINA 30MG 30COM (C1) GEN TORRENT;CAIXA TERMICA;2025-10-23;2,0;74,09
7;1064343;54291;MICONAZOL CR VAG 20MG 80G 14APL GEN GEO;CAIXA TERMICA;2025-10-28;1,0;13,14
7;1064343;152493;ROSUVASTATINA CALCICA 10MG 30COM GEN PHA;PRODUTO COM PMC;2025-10-28;2,0;9,1
7;1066083;69434;LOSARTANA 100MG 30COM GEN LEG;OLEO/LOC CORPORAL;2025-11-04;2,0;37,97
7;1066083;98515;CARVEDILOL 12,5MG 30COM GEN LEG;MEL/PROPOLIS;2025-11-04;1,0;6,08
7;1066083;140711;CAPITRAT SH ENERGIZANTE 150ML;SHAMPOO;2025-11-04;1,0;12,21
7;1066083;141491;MINI MAM TIP 50ML 1971-01-AZ;TALCO;2025-11-04;1,0;5,27
7;1066083;155041;TOTALVITA OMEGA 3 1G 120/CAPS;ESPATULA;2025-11-04;3,0;35,7
7;1066335;150719;FRALDA PERSONAL PROT&SEC MEGA M 40UN;FRALDAS;2025-11-05;17,0;328,71
7;1066599;93530;NAPROXENO 550MG 10COM GEN NQ;MEL/PROPOLIS;2025-11-06;80,0;1064,22
7;1066605;100250;ACECLOFENACO 100MG 12COM GEN GMD;CAIXA TERMICA;2025-11-06;1,0;7,63
7;1066932;345;DUCHA NUM 14  BC0402 MERCUR;ORTOPEDICOS;2025-11-07;2,0;65,52
7;1066932;67300;BOLSA TERMICA GEL PEQUENA B060130-P50;ANTISSEPTICO;2025-11-07;2,0;9,16
7;1066937;152346;BOLSA TERMICA NATURAL P/ BEBES B060018*;ORTOPEDICOS;2025-11-07;28,0;764,14
7;1066937;155538;SAB SIENE FLOR DE ALGODAO 85G;SABONETE SOLIDO;2025-11-07;109,0;90,55
7;1067197;75230;OMEPRAZOL 40MG 30CAP LIB RETARD GEN NVQ;OLEO/LOC CORPORAL;2025-11-10;1,0;17,63
7;1067197;139213;OLMESARTANA+HCT 40MG+25MG 30COM GEN NQ;MEL/PROPOLIS;2025-11-10;19,0;305,41
7;1067197;144869;NEBULIZADOR DE AR COMP G-TECH MOD DC2;TERMICA;2025-11-10;4,0;250,59
7;1068438;140516;FRALDA HIPOPO RN 20UND;FRALDAS;2025-11-14;40,0;320,3
7;1069027;20168;NEO MISTATIN (NISTATINA) CR VAG 60G;PRODUTO COM PMC;2025-11-18;2,0;20,69
7;1069027;80667;NEOSORO SOL NASAL INF 30ML;PRODUTO COM PMC;2025-11-18;1,0;4,27
7;1069027;81922;AZITROMICINA SUSP 900MG 22,5ML GEN NQ;CAIXA TERMICA;2025-11-18;1,0;14,31
7;1069027;81981;MELOXICAM 15MG 10COM GEN NQ;CAIXA TERMICA;2025-11-18;1,0;2,77
7;1069027;81990;LOSARTANA 50MG 30COM GEN NQ;LUBRIFICANTE;2025-11-18;38,0;77,26
